id,type,address,neighborhood
DPW1405248,Block Party Permit,"2935 STRACHAN AVE, PITTSBURGH, PA, 15216",Banksville
DPW1405249,Block Party Permit,"1214 BENNINGTON AVE, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1405242,Block Party Permit,"209 DUNSEITH ST, PITTSBURGH, PA, 15213",West Oakland
DPW1405189,Block Party Permit,"7114 CARD LN, PITTSBURGH, PA, 15208",Point Breeze
DPW1405194,Block Party Permit,"0 FERNWALD RD, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1405198,Block Party Permit,"7114 MEADE ST, PITTSBURGH, PA, 15208",Point Breeze North
DPW1405179,Block Party Permit,"4151 WINDSOR ST, PITTSBURGH, PA, 15217",Greenfield
DPW1405116,Block Party Permit,"4314 MAIN ST, PITTSBURGH, PA, 15224",Bloomfield
DPW1405081,Block Party Permit,"6609 KINSMAN RD, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1405057,Block Party Permit,"1422 SEVERN ST, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1405038,Block Party Permit,"908 WELLESLEY RD, PITTSBURGH, PA, 15206",Highland Park
DPW1405016,Block Party Permit,"335 HALE ST, PITTSBURGH, PA, 15208",Homewood South
DPW1404998,Block Party Permit,"578 DORCHESTER AVE, PITTSBURGH, PA, 15226",Brookline
DPW1404977,Block Party Permit,"707 WATT LN, PITTSBURGH, PA, 15219",Bedford Dwellings
DPW1404971,Block Party Permit,"1222 N SHERIDAN AVE, PITTSBURGH, PA, 15206",Highland Park
DPW1404976,Block Party Permit,"315 ROBERTS ST, PITTSBURGH, PA, 15219",Crawford-Roberts
DPW1404946,Block Party Permit,"0 N SHERIDAN AVE, PITTSBURGH, PA, 15206",East Liberty
DPW1404947,Block Party Permit,"208 ROLFE ST, PITTSBURGH, PA, 15221",East Hills
DPW1404958,Block Party Permit,"0 WARLO ST, PITTSBURGH, PA, 15233",Manchester
DPW1404885,Block Party Permit,"5507 DUNMOYLE AVE, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1404868,Block Party Permit,"7082 LEMINGTON AVE, PITTSBURGH, PA, 15206",Lincoln-Lemington-Belmar
DPW1404624,Block Party Permit,"0 ELOISE ST, PITTSBURGH, PA, 15212",Central Northside
DPW1404852,Block Party Permit,"4947 WALLINGFORD ST, PITTSBURGH, PA, 15213",Shadyside
DPW1404838,Block Party Permit,"120 PARKHURST ST, PITTSBURGH, PA, 15212",Central Northside
DPW1404821,Block Party Permit,"173 DEVILLIERS ST, PITTSBURGH, PA, 15219",Crawford-Roberts
DPW1404765,Block Party Permit,"7906 FRANKSTOWN AVE, PITTSBURGH, PA, 15221",East Hills
DPW1404691,Block Party Permit,"600 FORELAND ST, PITTSBURGH, PA, 15212",East Allegheny
DPW1404693,Block Party Permit,"5473 FAIR OAKS ST, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1404688,Block Party Permit,"2701 CENTRE AVE, PITTSBURGH, PA, 15219",Middle Hill
DPW1404689,Block Party Permit,"1205 INVERNESS AVE, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1404674,Block Party Permit,"1105 CHISLETT ST, PITTSBURGH, PA, 15206",Morningside
DPW1404679,Block Party Permit,"0 CLIMAX ST, PITTSBURGH, PA, 15210",Beltzhoover
DPW1404629,Block Party Permit,"139 ODETTE ST, PITTSBURGH, PA, 15227",Overbrook
DPW1404632,Block Party Permit,"5173 DEARBORN ST, PITTSBURGH, PA, 15224",Garfield
DPW1404633,Block Party Permit,"1426 MORNINGSIDE AVE, PITTSBURGH, PA, 15206",Morningside
DPW1404637,Block Party Permit,"1926 BADER ST, PITTSBURGH, PA, 15212",Spring Hill-City View
DPW1404561,Block Party Permit,"4840 BLACKBERRY WAY, PITTSBURGH, PA, 15201",Central Lawrenceville
DPW1404577,Block Party Permit,"0 CAREY WAY, PITTSBURGH, PA, 15203",South Side Flats
DPW1404555,Block Party Permit,"0 HUGO WAY, PITTSBURGH, PA, 15224",Central Lawrenceville
DPW1404546,Block Party Permit,"1596 VILLANOVA RD, PITTSBURGH, PA, 15206",Morningside
DPW1404556,Block Party Permit,"4312 PLEASANT WAY, PITTSBURGH, PA, 15224",Central Lawrenceville
DPW1404552,Block Party Permit,"405 NATRONA WAY, PITTSBURGH, PA, 15201",Upper Lawrenceville
DPW1404554,Block Party Permit,"330 PERCY ST, PITTSBURGH, PA, 15201",Central Lawrenceville
DPW1404559,Block Party Permit,"5325 CARNEGIE ST, PITTSBURGH, PA, 15201",Upper Lawrenceville
DPW1404560,Block Party Permit,"0 49TH ST, PITTSBURGH, PA, 15201",Central Lawrenceville
DPW1404562,Block Party Permit,"5411 NORTHUMBERLAND ST, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1404519,Block Party Permit,"6444 MONITOR ST, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1404477,Block Party Permit,"619 TRIPOLI ST, PITTSBURGH, PA, 15212",East Allegheny
DPW1404469,Block Party Permit,"0 N EVALINE ST, PITTSBURGH, PA, 15224",Garfield
DPW1404350,Block Party Permit,"3107 HAMLET ST, PITTSBURGH, PA, 15213",South Oakland
DPW1404460,Block Party Permit,"4814 BLACKBERRY WAY, PITTSBURGH, PA, 15201",Central Lawrenceville
DPW1404429,Block Party Permit,"603 GETTYSBURG ST, PITTSBURGH, PA, 15206",Point Breeze
DPW1404430,Block Party Permit,"3104 NORWOOD AVE, PITTSBURGH, PA, 15214",Perry North
DPW1404437,Block Party Permit,"906 MILTON ST, PITTSBURGH, PA, 15218",Regent Square
DPW1404415,Block Party Permit,"285 45TH ST, PITTSBURGH, PA, 15201",Central Lawrenceville
DPW1404312,Block Party Permit,"7128 IDLEWILD ST, PITTSBURGH, PA, 15208",Homewood North
DPW1404302,Block Party Permit,"1178 WINDERMERE DR, PITTSBURGH, PA, 15218",Swisshelm Park
DPW1404265,Block Party Permit,"7120 KELLY ST, PITTSBURGH, PA, 15208",Homewood South
DPW1404208,Block Party Permit,"232 S PACIFIC AVE, PITTSBURGH, PA, 15224",Bloomfield
DPW1404161,Block Party Permit,"5210 WESTMINSTER PL, PITTSBURGH, PA, 15232",Shadyside
DPW1404140,Block Party Permit,"1608 CHATEAU ST, PITTSBURGH, PA, 15233",Manchester
DPW1404107,Block Party Permit,"7324 MONTICELLO ST, PITTSBURGH, PA, 15208",Homewood North
DPW1404101,Block Party Permit,"2200 WYLIE AVE, PITTSBURGH, PA, 15219",Middle Hill
DPW1404067,Block Party Permit,"8214 BRICELYN ST, PITTSBURGH, PA, 15221",East Hills
DPW1404052,Block Party Permit,"0 COLONIAL PL, PITTSBURGH, PA, 15232",Shadyside
DPW1404037,Block Party Permit,"1205 DICKSON ST, PITTSBURGH, PA, 15212",Marshall-Shadeland
DPW1403997,Block Party Permit,"1319 ALLEGHENY AVE, PITTSBURGH, PA, 15233",Manchester
DPW1403975,Block Party Permit,"146 OLYMPIA ST, PITTSBURGH, PA, 15211",Mount Washington
DPW1403893,Block Party Permit,"1415 SEDGWICK ST, PITTSBURGH, PA, 15233",Manchester
DPW1403875,Block Party Permit,"1268 STRAKA ST, PITTSBURGH, PA, 15204",Crafton Heights
DPW1403876,Block Party Permit,"6115 CALLERY ST, PITTSBURGH, PA, 15206",Highland Park
DPW1403865,Block Party Permit,"6611 JACKSON ST, PITTSBURGH, PA, 15206",Highland Park
DPW1403796,Block Party Permit,"301 S CRAIG ST, PITTSBURGH, PA, 15213",North Oakland
DPW1403765,Block Party Permit,"8214 BRICELYN ST, PITTSBURGH, PA, 15221",East Hills
DPW1403763,Block Party Permit,"2041 LAUTNER ST, PITTSBURGH, PA, 15212",Troy Hill
DPW1403764,Block Party Permit,"60 S 18TH ST, PITTSBURGH, PA, 15203",South Side Flats
DPW1403709,Block Party Permit,"1333 PAGE ST, PITTSBURGH, PA, 15233",Manchester
DPW1403712,Block Party Permit,"100 COMPROMISE ST, PITTSBURGH, PA, 15212",Fineview
DPW1403673,Block Party Permit,"207 N WINEBIDDLE ST, PITTSBURGH, PA, 15224",Garfield
DPW1403674,Block Party Permit,"6556 DEARY ST, PITTSBURGH, PA, 15206",Lincoln-Lemington-Belmar
DPW1403623,Block Party Permit,"0 SHAWANO ST, PITTSBURGH, PA, 15212",East Allegheny
DPW1403604,Block Party Permit,"141 JUCUNDA ST, PITTSBURGH, PA, 15210",Knoxville
DPW1403582,Block Party Permit,"3853 OSWEGO ST, PITTSBURGH, PA, 15212",Brighton Heights
DPW1403524,Block Party Permit,"7302 MOUNT VERNON ST, PITTSBURGH, PA, 15208",Homewood North
DPW1403590,Block Party Permit,"117 SANFORD ST, PITTSBURGH, PA, 15204",Esplen
DPW1403591,Block Party Permit,"7151 MOUNT VERNON ST, PITTSBURGH, PA, 15208",Homewood North
DPW1403566,Block Party Permit,"559 LENORA ST, PITTSBURGH, PA, 15206",Larimer
DPW1403558,Block Party Permit,"0 SAMOAN WAY, PITTSBURGH, PA, 15206",East Liberty
DPW1403544,Block Party Permit,"2200 WYLIE AVE, PITTSBURGH, PA, 15219",Middle Hill
DPW1403547,Block Party Permit,"2200 WYLIE AVE, PITTSBURGH, PA, 15219",Middle Hill
DPW1403539,Block Party Permit,"3167 SHADY AVE, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1403511,Block Party Permit,"416 CATOMA ST, PITTSBURGH, PA, 15212",Fineview
DPW1403497,Block Party Permit,"1240 RESACA PL, PITTSBURGH, PA, 15212",Central Northside
DPW1403498,Block Party Permit,"1240 RESACA PL, PITTSBURGH, PA, 15212",Central Northside
DPW1403473,Block Party Permit,"1452 BELDALE ST, PITTSBURGH, PA, 15233",Manchester
DPW1403474,Block Party Permit,"1452 BELDALE ST, PITTSBURGH, PA, 15233",Manchester
DPW1403447,Block Party Permit,"346 SPAHR ST, PITTSBURGH, PA, 15232",Shadyside
DPW1403448,Block Party Permit,"936 BEECH AVE, PITTSBURGH, PA, 15233",Allegheny West
DPW1403403,Block Party Permit,"2701 CENTRE AVE, PITTSBURGH, PA, 15219",Middle Hill
DPW1403388,Block Party Permit,"127 RENTZ WAY, PITTSBURGH, PA, 15210",Knoxville
DPW1403389,Block Party Permit,"508 GRACE ST, PITTSBURGH, PA, 15211",Mount Washington
DPW1403390,Block Party Permit,"508 GRACE ST, PITTSBURGH, PA, 15211",Mount Washington
DPW1403391,Block Party Permit,"1506 MONTEREY ST, PITTSBURGH, PA, 15212",Central Northside
DPW1403356,Block Party Permit,"2113 CROSSMAN ST, PITTSBURGH, PA, 15203",South Side Slopes
DPW1403358,Block Party Permit,"810 MONTOOTH ST, PITTSBURGH, PA, 15210",Beltzhoover
DPW1403342,Block Party Permit,"1818 HETHLON ST, PITTSBURGH, PA, 15220",Westwood
DPW1403314,Block Party Permit,"2000 CENTRE AVE, PITTSBURGH, PA, 15219",Crawford-Roberts
DPW1403322,Block Party Permit,"127 MOULTRIE ST, PITTSBURGH, PA, 15219",West Oakland
DPW1403287,Block Party Permit,"2200 Frankstown AVE, PITTSBURGH, PA",Larimer
DPW1403281,Block Party Permit,"126 N WHITFIELD ST, PITTSBURGH, PA, 15206",East Liberty
DPW1403267,Block Party Permit,"126 N WHITFIELD ST, PITTSBURGH, PA, 15206",East Liberty
DPW1403246,Block Party Permit,"604 SEAGIRT ST, PITTSBURGH, PA, 15221",East Hills
DPW1403194,Block Party Permit,"148 WINSLOW ST, PITTSBURGH, PA, 15206",Larimer
DPW1403178,Block Party Permit,"832 DUNSTER ST, PITTSBURGH, PA, 15226",Brookline
DPW1403109,Block Party Permit,"5000 DEARBORN ST, PITTSBURGH, PA, 15224",Garfield
DPW1403085,Block Party Permit,"7103 MT VERNON ST, PITTSBURGH, PA, 15208",Homewood North
DPW1403087,Block Party Permit,"1125 OGLETHORPE ST, PITTSBURGH, PA, 15201",Stanton Heights
DPW1403078,Block Party Permit,"600 W NORTH AVE, PITTSBURGH, PA, 15233",East Allegheny
DPW1403048,Block Party Permit,"6327 SHETLAND AVE, PITTSBURGH, PA, 15206",Larimer
DPW1403039,Block Party Permit,"6756 MCPHERSON BLVD, PITTSBURGH, PA, 15208",Point Breeze North
DPW1402994,Block Party Permit,"1236 MALVERN AVE, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1402935,Block Party Permit,"0 ARCH ST, PITTSBURGH, PA, 15212",Allegheny Center
DPW1402912,Block Party Permit,"5324 POCUSSET ST, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1402892,Block Party Permit,"7120 KELLY ST, PITTSBURGH, PA, 15208",Homewood South
DPW1402893,Block Party Permit,"7120 KELLY ST, PITTSBURGH, PA, 15208",Homewood South
DPW1402867,Block Party Permit,"671 BRYN MAWR RD, PITTSBURGH, PA, 15219",Upper Hill
DPW1402845,Block Party Permit,"107 LANG CT, PITTSBURGH, PA, 15208",Point Breeze
DPW1402837,Block Party Permit,"2337 REED ST, PITTSBURGH, PA, 15219",Middle Hill
DPW1402824,Block Party Permit,"1143 GOETTMAN ST, PITTSBURGH, PA, 15212",Troy Hill
DPW1402831,Block Party Permit,"5734 NORTHUMBERLAND ST, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1402778,Block Party Permit,"7241 RACE ST, PITTSBURGH, PA, 15208",Homewood North
DPW1402748,Block Party Permit,"7333 IDLEWILD ST, PITTSBURGH, PA, 15208",Homewood North
DPW1402759,Block Party Permit,"5330 KINCAID ST, PITTSBURGH, PA, 15224",Garfield
DPW1402662,Block Party Permit,"853 PERALTA ST, PITTSBURGH, PA, 15212",East Allegheny
DPW1402623,Block Party Permit,"271 PAULSON AVE, PITTSBURGH, PA, 15206",Larimer
DPW1402563,Block Party Permit,"2747 glenmawr, PITTSBURGH, PA",Sheraden
DPW1402564,Block Party Permit,"2747 GLENMAWR ST, PITTSBURGH, PA, 15204",Sheraden
DPW1402526,Block Party Permit,"61 LAFFERTY AVE, PITTSBURGH, PA, 15210",Beltzhoover
DPW1402518,Block Party Permit,"5510 DARLINGTON RD, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1402555,Block Party Permit,"5200 WESTMINSTER PL, PITTSBURGH, PA, 15232",Shadyside
DPW1402499,Block Party Permit,"828 BEECH AVE, PITTSBURGH, PA, 15233",Allegheny West
DPW1402506,Block Party Permit,"5800 WAYNE RD, PITTSBURGH, PA, 15206",Highland Park
DPW1402517,Block Party Permit,"5510 DARLINGTON RD, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1402392,Block Party Permit,"505 S MURTLAND ST, PITTSBURGH, PA, 15208",Point Breeze
DPW1402306,Block Party Permit,"200 YARDLEY WAY, PITTSBURGH, PA, 15206",Shadyside
DPW1402260,Block Party Permit,"6920 EDGERTON AVE, PITTSBURGH, PA, 15208",Point Breeze
DPW1402261,Block Party Permit,"132 GEARING AVE, PITTSBURGH, PA, 15210",Beltzhoover
DPW1402239,Block Party Permit,"839 CHEROKEE ST, PITTSBURGH, PA, 15219",Upper Hill
DPW1402108,Block Party Permit,"3 ELLSWORTH PL, PITTSBURGH, PA, 15232",Shadyside
DPW1402088,Block Party Permit,"1214 BENNINGTON AVE, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1402069,Block Party Permit,"5210 HARRIETT ST, PITTSBURGH, PA, 15224",Bloomfield
DPW1402042,Block Party Permit,"0 46TH ST, PITTSBURGH, PA, 15201",Central Lawrenceville
DPW1402024,Block Party Permit,"126 FOUNTAIN ST, PITTSBURGH, PA, 15212",East Allegheny
DPW1402028,Block Party Permit,"5128 DEARBORN ST, PITTSBURGH, PA, 15224",Garfield
DPW1401712,Block Party Permit,"5110 CHAPLAIN WAY, PITTSBURGH, PA, 15207",Hazelwood
DPW1401673,Block Party Permit,"0 RICHLAND ST, PITTSBURGH, PA, 15208",Homewood South
DPW1401522,Block Party Permit,"2334 MANNHEIM ST, PITTSBURGH, PA, 15212",Marshall-Shadeland
DPW1401287,Block Party Permit,"5259 WICKLIFF ST, PITTSBURGH, PA, 15201",Upper Lawrenceville
DPW1401280,Block Party Permit,"3110 WESTBORN ST, PITTSBURGH, PA, 15212",Marshall-Shadeland
DPW1401252,Block Party Permit,"5615 WILKINS AVE, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1400991,Block Party Permit,"862 PROGRESS ST, PITTSBURGH, PA, 15212",North Shore
DPW1400964,Block Party Permit,"112 N PACIFIC AVE, PITTSBURGH, PA, 15224",Garfield
DPW1400699,Block Party Permit,"0 RENOVA ST, PITTSBURGH, PA, 15207",Hazelwood
DPW1400421,Block Party Permit,"7151 MOUNT VERNON ST, PITTSBURGH, PA, 15208",Homewood North
DPW1308521,Block Party Permit,"7219 KELLY ST, PITTSBURGH, PA, 15208",Homewood South
DPW1308430,Block Party Permit,"145 S 12TH ST, PITTSBURGH, PA, 15203",South Side Flats
DPW1308415,Block Party Permit,"0 CAREY WAY, PITTSBURGH, PA, 15203",South Side Flats
DPW1307792,Block Party Permit,"6615 BAKER ST, PITTSBURGH, PA, 15206",Stanton Heights
DPW1307687,Block Party Permit,"2201 SALISBURY ST, PITTSBURGH, PA, 15210",South Side Slopes
DPW1307616,Block Party Permit,"407 GEARING AVE, PITTSBURGH, PA, 15210",Beltzhoover
DPW1307612,Block Party Permit,"5901 STANTON AVE, PITTSBURGH, PA, 15206",Highland Park
DPW1307564,Block Party Permit,"415 STRATTON LN, PITTSBURGH, PA, 15206",Shadyside
DPW1307421,Block Party Permit,"1232 MALVERN AVE, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1307393,Block Party Permit,"1104 BRABEC ST, PITTSBURGH, PA, 15212",Troy Hill
DPW1305092,Block Party Permit,"6327 SHETLAND AVE, PITTSBURGH, PA, 15206",Larimer
DPW1307371,Block Party Permit,"173 HOME ST, PITTSBURGH, PA, 15201",Central Lawrenceville
DPW1307265,Block Party Permit,"936 BEECH AVE, PITTSBURGH, PA, 15233",Allegheny West
DPW1307161,Block Party Permit,"250 N HIGHLAND AVE, PITTSBURGH, PA, 15206",East Liberty
DPW1307168,Block Party Permit,"227 S SAINT CLAIR ST, PITTSBURGH, PA, 15206",East Liberty
DPW1307174,Block Party Permit,"1911 WYLIE AVE, PITTSBURGH, PA, 15219",Crawford-Roberts
DPW1102624,Block Party Permit,", PITTSBURGH, PA",
DPW1307115,Block Party Permit,"4918 KINCAID ST, PITTSBURGH, PA, 15224",Garfield
DPW1307117,Block Party Permit,"405 NATRONA WAY, PITTSBURGH, PA, 15201",Upper Lawrenceville
DPW1307032,Block Party Permit,"5330 KINCAID ST, PITTSBURGH, PA, 15224",Garfield
DPW1307024,Block Party Permit,"1343 ADAMS ST, PITTSBURGH, PA, 15233",Manchester
DPW1307025,Block Party Permit,"136 S GRAHAM ST, PITTSBURGH, PA, 15206",Bloomfield
DPW1307001,Block Party Permit,"3854 BAYTREE ST, PITTSBURGH, PA, 15214",Perry North
DPW1306988,Block Party Permit,"1000 COLUMBUS AVE, PITTSBURGH, PA, 15233",Manchester
DPW1306966,Block Party Permit,"3280 ORLEANS ST, PITTSBURGH, PA, 15214",Perry North
DPW1306836,Block Party Permit,"0 S WINEBIDDLE ST, PITTSBURGH, PA, 15224",Bloomfield
DPW1306737,Block Party Permit,"519 CHALFONT ST, PITTSBURGH, PA, 15210",Beltzhoover
DPW1306707,Block Party Permit,"2432 HAYSON AVE, PITTSBURGH, PA, 15220",Banksville
DPW1306624,Block Party Permit,"1 CALIFORNIA AVE, PITTSBURGH, PA, 15212",California-Kirkbride
DPW1306532,Block Party Permit,"578 DORCHESTER AVE, PITTSBURGH, PA, 15226",Brookline
DPW1306449,Block Party Permit,"1 TECUMSEH ST, PITTSBURGH, PA, 15207",Hazelwood
DPW1306454,Block Party Permit,"1236 MALVERN AVE, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1306421,Block Party Permit,"1208 FORTUNA AVE, PITTSBURGH, PA, 15226",Brookline
DPW1306409,Block Party Permit,"701 MORGAN ST, PITTSBURGH, PA, 15219",Bedford Dwellings
DPW1306391,Block Party Permit,"1222 PALO ALTO ST, PITTSBURGH, PA, 15212",Central Northside
DPW1306364,Block Party Permit,"6371 BURCHFIELD AVE, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1306350,Block Party Permit,"352 W PENN PL, PITTSBURGH, PA, 15224",Bloomfield
DPW1306357,Block Party Permit,"937 LACLAIR ST, PITTSBURGH, PA, 15218",Regent Square
DPW1306326,Block Party Permit,"203 CARNEGIE PL, PITTSBURGH, PA, 15208",Point Breeze
DPW1306270,Block Party Permit,"7436 PENFIELD CT, PITTSBURGH, PA, 15208",Point Breeze North
DPW1306275,Block Party Permit,"209 DUNSEITH ST, PITTSBURGH, PA, 15213",West Oakland
DPW1306240,Block Party Permit,"3546 CAMPUS ST, PITTSBURGH, PA, 15212",Brighton Heights
DPW1306228,Block Party Permit,"415 STRATTON LN, PITTSBURGH, PA, 15206",Shadyside
DPW1306229,Block Party Permit,"1348 DENNISTON ST, PITTSBURGH, PA, 15217",Point Breeze
DPW1306199,Block Party Permit,"137 ZARA ST, PITTSBURGH, PA, 15210",Knoxville
DPW1306168,Block Party Permit,"5530 HOWE ST, PITTSBURGH, PA, 15232",Shadyside
DPW1306156,Block Party Permit,"3105 ALLENDALE ST, PITTSBURGH, PA, 15204",Sheraden
DPW1306163,Block Party Permit,"1214 LIVERPOOL ST, PITTSBURGH, PA, 15233",Manchester
DPW1306140,Block Party Permit,"7344 KELLY ST, PITTSBURGH, PA, 15208",Homewood South
DPW1306115,Block Party Permit,"7320 HERMITAGE ST, PITTSBURGH, PA, 15208",Homewood North
DPW1306094,Block Party Permit,"5854 SOLWAY ST, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1306118,Block Party Permit,"1235 MURDOCH RD, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1306102,Block Party Permit,"0 MONTEREY ST, PITTSBURGH, PA, 15212",
DPW1306105,Block Party Permit,"7114 MEADE ST, PITTSBURGH, PA, 15208",Point Breeze North
DPW1306112,Block Party Permit,"6609 KINSMAN RD, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1306075,Block Party Permit,"181 S 17TH ST, PITTSBURGH, PA, 15203",South Side Flats
DPW1306082,Block Party Permit,"2334 MANNHEIM ST, PITTSBURGH, PA, 15212",Marshall-Shadeland
DPW1306070,Block Party Permit,"1133 OLIVIA ST, PITTSBURGH, PA, 15218",Swisshelm Park
DPW1305971,Block Party Permit,"272 ANITA AVE, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1101102,Block Party Permit,226343-83326,
DPW1305925,Block Party Permit,"5536 BEVERLY PL, PITTSBURGH, PA, 15206",Highland Park
DPW1305928,Block Party Permit,"5727 WOODMONT ST, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1305917,Block Party Permit,"2880 FERNWALD RD, PITTSBURGH, PA, 15217",Squirrel Hill South
DPW1305923,Block Party Permit,"335 HALE ST, PITTSBURGH, PA, 15208",Homewood South
DPW1305908,Block Party Permit,"600 FORELAND ST, PITTSBURGH, PA, 15212",East Allegheny
DPW1305840,Block Party Permit,"3104 NORWOOD AVE, PITTSBURGH, PA, 15214",Perry North
DPW1305841,Block Party Permit,"0 FULTON ST, PITTSBURGH, PA, 15233",Chateau
DPW1305843,Block Party Permit,"237 ROCHELLE ST, PITTSBURGH, PA, 15210",Knoxville
DPW1305827,Block Party Permit,"2201 LYNNBROOK AVE, PITTSBURGH, PA, 15226",Brookline
DPW1305787,Block Party Permit,"1901 5TH AVE, PITTSBURGH, PA, 15219",Crawford-Roberts
DPW1305758,Block Party Permit,"921 WELLESLEY RD, PITTSBURGH, PA, 15206",Highland Park
DPW1305738,Block Party Permit,"100 N BELLEFIELD AVE, PITTSBURGH, PA, 15213",North Oakland
DPW1305654,Block Party Permit,"1657 DUFFIELD ST, PITTSBURGH, PA, 15206",Stanton Heights
DPW1305623,Block Party Permit,"1913 LOOKOUT ST, PITTSBURGH, PA, 15212",Troy Hill
DPW1305544,Block Party Permit,"7082 LEMINGTON AVE, PITTSBURGH, PA, 15206",Lincoln-Lemington-Belmar
DPW1305509,Block Party Permit,"2 ROBERTS ST, PITTSBURGH, PA, 15219",Crawford-Roberts
DPW1305552,Block Party Permit,"1222 N SHERIDAN AVE, PITTSBURGH, PA, 15206",Highland Park
DPW1305353,Block Party Permit,"3107 HAMLET ST, PITTSBURGH, PA, 15213",South Oakland
DPW1305361,Block Party Permit,"1240 RESACA PL, PITTSBURGH, PA, 15212",Central Northside
DPW1505601,Block Party Permit,"509 RIDGEMONT DR, PITTSBURGH, PA, 15220",Ridgemont
DPW1305324,Block Party Permit,"4151 WINDSOR ST, PITTSBURGH, PA, 15217",Greenfield
DPW1305316,Block Party Permit,"3250 BAINTON ST, PITTSBURGH, PA, 15212",Marshall-Shadeland
DPW1305322,Block Party Permit,"509 RIDGEMONT DR, PITTSBURGH, PA, 15220",Ridgemont
DPW1305330,Block Party Permit,"346 SPAHR ST, PITTSBURGH, PA, 15232",Shadyside
DPW1305307,Block Party Permit,"181 S 17TH ST, PITTSBURGH, PA, 15203",South Side Flats
DPW1305308,Block Party Permit,"0 CLIMAX ST, PITTSBURGH, PA, 15210",Beltzhoover
DPW1305210,Block Party Permit,"5411 NORTHUMBERLAND ST, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1305081,Block Party Permit,"1178 WINDERMERE DR, PITTSBURGH, PA, 15218",Swisshelm Park
DPW1305105,Block Party Permit,"1422 SEVERN ST, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1305098,Block Party Permit,"7356 KELLY ST, PITTSBURGH, PA, 15208",Homewood South
DPW1305090,Block Party Permit,"1347 SQUIRREL HILL AVE, PITTSBURGH, PA, 15217",Squirrel Hill North
DPW1305045,Block Party Permit,"1433 DICKSON ST, PITTSBURGH, PA, 15212",Marshall-Shadeland
DPW1305049,Block Party Permit,"7302 MOUNT VERNON ST, PITTSBURGH, PA, 15208",Homewood North
DPW1305051,Block Party Permit,"179 ROBINSON ST, PITTSBURGH, PA, 15213",West Oakland
DPW1305019,Block Party Permit,"1240 RESACA PL, PITTSBURGH, PA, 15212",Central Northside
DPW1305031,Block Party Permit,"0 SHAWANO ST, PITTSBURGH, PA, 15212",East Allegheny
DPW1305009,Block Party Permit,"4314 MAIN ST, PITTSBURGH, PA, 15224",Bloomfield
DPW1305011,Block Party Permit,"137 ZARA ST, PITTSBURGH, PA, 15210",Knoxville
DPW1304983,Block Party Permit,"0 CAREY WAY, PITTSBURGH, PA, 15203",South Side Flats
DPW1304938,Block Party Permit,"1325 PAGE ST, PITTSBURGH, PA, 15233",Manchester
DPW1304927,Block Party Permit,"0 STRAWBERRY WAY, PITTSBURGH, PA, 15219",Central Business District
DPW1304892,Block Party Permit,"232 S PACIFIC AVE, PITTSBURGH, PA, 15224",Bloomfield
DPW1304886,Block Party Permit,"7151 MOUNT VERNON ST, PITTSBURGH, PA, 15208",Homewood North
DPW1304847,Block Party Permit,"4719 HATFIELD ST, PITTSBURGH, PA, 15201",Central Lawrenceville
DPW1304802,Block Party Permit,"415 DARGAN ST, PITTSBURGH, PA, 15224",Bloomfield
DPW1304798,Block Party Permit,"7324 MONTICELLO ST, PITTSBURGH, PA, 15208",Homewood North
DPW1304754,Block Party Permit,"725 N EUCLID AVE, PITTSBURGH, PA, 15206",East Liberty
DPW1304725,Block Party Permit,"0 KEYSTONE ST, PITTSBURGH, PA, 15201",Upper Lawrenceville
DPW1304726,Block Party Permit,"250 S PACIFIC AVE, PITTSBURGH, PA, 15224",Bloomfield
DPW1304692,Block Party Permit,"612 WATT ST, PITTSBURGH, PA, 15219",Middle Hill
DPW1304666,Block Party Permit,"5196 COLUMBO ST, PITTSBURGH, PA, 15224",Garfield
